mission,class,subclass,category,dimensionality,locality,length
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_4,subclass_1,Communication Gap,,,
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Point
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Point
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Point
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_5,subclass_1,Rare Event,Univariate,Global,Subsequence
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
ESA-Mission3,class_6,subclass_1,Invalid Segment,,,
